id,isolate,cgST (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),LIN1,LIN2,LIN3,LIN4
136326,UG077,19975,0_16_4_0_15_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136327,UG078,19976,0_16_4_0_12_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136328,UG079,19977,1_0_0_0_2_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136329,UG080,19978,0_0_33_46_13_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_46
136330,UG081,19979,1_0_0_0_7_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136331,UG082,19939; 19980,0_0_36_7_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_7
136332,UG083,19981,0_16_4_0_13_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136333,UG085,19982,0_0_36_4_11_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136334,UG086,19983,0_2_21_0_11_0_1_0_0_0_0,0,0_2,0_2_21,0_2_21_0
136335,UG087,19984,0_0_36_4_2_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136336,UG088,19985,0_0_33_88_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_88
136337,UG089,19986,0_0_33_49_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_49
136338,UG090,19987,0_2_21_0_12_0_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
136339,UG091,19988,0_0_33_49_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_49
136340,UG092,19989,0_16_9_1_0_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136341,UG094,19990,16_1_0_3_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_3
136342,UG095,19991,1_0_0_0_7_1_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136343,UG097,19992,0_0_36_4_9_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136344,UG099,19993,0_0_23_15_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136345,UG100,19994,1_1_34_10_0_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_10
136346,UG101,19995,0_16_0_7_3_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_7
136347,UG102,19996,1_0_0_0_5_1_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136348,UG103,19997,0_0_36_4_14_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136349,UG104,19998,0_16_9_1_3_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136350,UG105,19999,1_0_0_2_0_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_2
136351,UG106,20000,1_0_0_5_0_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_5
136352,UG107,20001,0_2_21_0_11_3_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
136353,UG108,20002,0_0_36_4_27_0_0_0_0_2_0,0,0_0,0_0_36,0_0_36_4
136354,UG109,20003,1_0_0_0_12_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136355,UG110,20004,0_16_4_0_22_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136356,UG112,20005,0_16_0_9_0_1_0_0_0_0_0,0,0_16,0_16_0,0_16_0_9
136357,UG113,20006,16_1_0_2_10_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
136358,UG114,20007,1_0_1_1_2_0_0_0_0_0_0,1,1_0,1_0_1,1_0_1_1
136359,UG115,20008,0_0_36_4_23_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136360,UG116,20009,0_0_33_88_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_88
136361,UG118,20010,0_0_36_4_27_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136362,UG119,20011; 44931,0_0_23_15_1_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136363,UG120,20012,1_0_1_1_0_0_0_0_0_0_0,1,1_0,1_0_1,1_0_1_1
136364,UG122,20013,0_16_4_0_14_1_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136365,UG124,20014,16_1_0_2_8_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
136366,UG125,20015,0_16_0_15_0_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_15
136367,UG126,20016,0_0_36_4_21_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136368,UG127,20017,0_2_21_0_11_2_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
136369,UG128,20018,0_0_36_4_27_0_0_0_0_1_0,0,0_0,0_0_36,0_0_36_4
136370,UG129,20019,1_0_0_0_14_0_0_0_0_1_0,1,1_0,1_0_0,1_0_0_0
136371,UG130,20020,0_0_47_5_18_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_5
136372,UG132,20021,0_0_47_5_19_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_5
136373,UG134,20022,0_16_9_1_12_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136374,UG135,20023,16_1_0_5_0_1_0_0_0_0_0,16,16_1,16_1_0,16_1_0_5
136375,UG136,20024,0_9_0_5_15_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136376,UG137,20025,16_1_0_2_6_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
136377,UG138,20026,1_0_0_2_3_1_0_0_0_0_0,1,1_0,1_0_0,1_0_0_2
136378,UG139,20027,14_0_2_2_0_0_0_0_0_0_0,14,14_0,14_0_2,14_0_2_2
136379,UG140,20028,0_16_11_0_0_0_0_0_0_0_0,0,0_16,0_16_11,0_16_11_0
136380,UG141,20029,0_16_0_1_33_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136381,UG142,20030,0_0_36_4_25_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136382,UG143,20031,1_0_0_2_2_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_2
136383,UG144,20032,0_0_36_4_20_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136384,UG145,20033,0_0_36_4_23_0_0_0_0_1_0,0,0_0,0_0_36,0_0_36_4
136385,UG147,20034; 20058,16_1_0_2_9_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
136386,UG148,20035,0_16_9_1_1_0_3_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136387,UG149,20027; 20036,14_0_2_2_0_0_0_0_0_0_0,14,14_0,14_0_2,14_0_2_2
136388,UG150,20037,0_0_33_129_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_129
136389,UG151,20038,0_16_0_1_24_2_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136390,UG152,20039,0_0_36_4_17_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136391,UG153,20040,0_0_36_4_16_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136392,UG154,20041; 38810,0_23_0_2_0_0_0_0_0_0_0,0,0_23,0_23_0,0_23_0_2
136393,UG155,20042,16_1_0_12_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_12
136394,UG156,20043,16_1_0_8_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_8
136395,UG157,20044,1_0_0_4_0_0_0_0_0_1_0,1,1_0,1_0_0,1_0_0_4
136396,UG158,20045,16_1_0_5_1_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_5
136397,UG159,20046,1_0_0_0_14_0_0_0_0_1_0,1,1_0,1_0_0,1_0_0_0
136398,UG160,20047; 44932,0_0_23_15_0_2_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136399,UG161,20048,0_16_0_1_34_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136400,UG164,20049,0_16_0_1_24_1_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136401,UG165,20050,0_9_0_5_18_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136402,UG168,20051,1_0_1_0_1_0_0_0_0_0_0,1,1_0,1_0_1,1_0_1_0
136403,UG169,20052,0_0_33_124_5_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136404,UG170,20053,0_16_9_1_4_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136405,UG171,20054,1_0_0_2_1_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_2
136406,UG172,20055,0_0_36_4_36_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136407,UG173,20056; 20062,16_1_0_7_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_7
136408,UG174,20057,0_0_36_4_28_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136409,UG176,,,,,,
136410,UG177,20058,16_1_0_2_9_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
136411,UG178,20059,0_0_36_12_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_12
136412,UG179,20060,1_0_0_0_14_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136413,UG180,20061,0_0_36_4_33_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136414,UG181,20054,1_0_0_2_1_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_2
136415,UG183,20062,16_1_0_7_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_7
136416,UG184,20063,0_0_36_4_15_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136417,UG185,20064,0_16_4_0_14_2_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136418,UG186,20065,1_0_0_7_0_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_7
136419,UG187,20066,1_0_0_4_0_0_0_0_0_1_0,1,1_0,1_0_0,1_0_0_4
136420,UG188,20067,0_0_33_139_0_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_139
136421,UG190,20068,0_16_9_1_18_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136422,UG191,20069,0_0_33_137_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_137
136423,UG192,20070,0_16_4_0_20_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136424,UG193,20071,0_2_55_1_2_0_0_0_0_0_0,0,0_2,0_2_55,0_2_55_1
136425,UG194,20072,0_0_33_49_4_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_49
136426,UG196,20073,0_2_21_0_11_4_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
136427,UG199,20019; 20046; 20074,1_0_0_0_14_0_0_0_0_1_0,1,1_0,1_0_0,1_0_0_0
136428,UG200,20075,16_1_0_3_1_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_3
136429,UG201,20076,0_0_36_4_32_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136430,UG202,20077,0_0_33_124_4_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136431,UG203,20078,0_0_33_46_14_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_46
136432,UG204,20079,0_9_0_5_16_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136433,UG205,20080,0_16_0_1_40_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136434,UG208,20081,0_0_33_129_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_129
136435,UG209,20082,1_0_0_0_9_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136436,UG210,20083; 44933,0_0_23_15_10_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136437,UG211,20084; 44934,0_0_23_15_0_1_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136438,UG212,20085,16_1_0_15_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_15
136439,UG213,20086; 20094,0_16_9_1_16_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136440,UG214,20087,0_0_33_157_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_157
136441,UG215,20088,0_0_33_140_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_140
136442,UG216,20089; 20240,0_9_0_5_10_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136443,UG217,20090,16_1_2_0_0_0_0_0_0_0_0,16,16_1,16_1_2,16_1_2_0
136444,UG218,20081; 20091,0_0_33_129_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_129
136445,UG219,20092; 20116; 20133,0_16_4_0_24_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136446,UG220,20093,0_0_33_124_3_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136447,UG223,20094,0_16_9_1_16_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136448,UG225,20095,1_0_0_0_10_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136449,UG226,20096,0_16_4_2_0_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_2
136450,UG227,20097,0_16_4_0_23_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136451,UG228,20098,0_0_33_123_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_123
136452,UG229,20099; 40892,0_0_36_4_26_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136453,UG230,20100,0_16_0_1_37_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136454,UG231,20101,1_1_34_15_1_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_15
136455,UG233,20102,0_16_4_0_18_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136456,UG234,20103,0_0_33_46_15_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_46
136457,UG235,20104,0_16_9_3_0_0_0_1_0_0_0,0,0_16,0_16_9,0_16_9_3
136458,UG236,20105,0_0_33_49_1_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_49
136459,UG237,20106,0_16_9_1_11_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136460,UG238,20107,0_16_0_7_5_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_7
136461,UG239,20108; 44935,0_0_23_15_10_0_0_0_0_1_0,0,0_0,0_0_23,0_0_23_15
136462,UG240,20109,0_0_33_128_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_128
136463,UG241,20110,0_0_36_4_10_1_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136464,UG243,20111,0_16_9_1_1_0_1_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136465,UG244,20112,0_16_4_0_25_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136466,UG246,20113,0_16_9_1_1_1_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136467,UG247,20114; 44936,0_16_12_1_0_0_0_0_0_0_0,0,0_16,0_16_12,0_16_12_1
136468,UG248,20115,1_1_34_5_0_0_0_0_1_0_0,1,1_1,1_1_34,1_1_34_5
136469,UG249,20116; 20133,0_16_4_0_24_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136470,UG250,20117; 44937,0_16_12_0_0_0_0_0_0_0_0,0,0_16,0_16_12,0_16_12_0
136471,UG251,20118,0_16_4_0_19_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136472,UG253,20119,0_16_0_1_33_0_1_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136473,UG256,20120; 44938,0_0_23_29_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_29
136474,UG257,20121,0_16_9_1_1_0_1_1_0_0_0,0,0_16,0_16_9,0_16_9_1
136475,UG258,20122,0_2_55_3_1_0_0_0_0_0_0,0,0_2,0_2_55,0_2_55_3
136476,UG259,20083; 20123; 44933; 44939,0_0_23_15_10_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136477,UG260,20124,1_0_0_0_11_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136478,UG261,20125,0_9_0_5_12_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136479,UG262,20126,0_0_33_124_13_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136480,UG263,20127,0_0_23_15_0_4_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136481,UG264,20128,0_16_0_1_39_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136482,UG265,20129,0_0_36_4_24_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136483,UG266,20130,0_16_9_1_7_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136484,UG267,20131; 33767; 44940,0_0_23_13_1_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_13
136485,UG268,20132; 26242,0_0_33_151_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_151
136486,UG269,20133,0_16_4_0_24_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136487,UG270,20083; 20134; 44933; 44941,0_0_23_15_10_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136488,UG271,20135,0_0_33_135_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_135
136489,UG273,20136,0_16_10_0_1_0_0_0_0_0_0,0,0_16,0_16_10,0_16_10_0
136490,UG274,20137,0_16_9_1_5_0_0_1_0_0_0,0,0_16,0_16_9,0_16_9_1
136491,UG275,20138,0_0_36_4_29_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136492,UG276,20139,0_0_33_49_3_0_0_0_1_0_0,0,0_0,0_0_33,0_0_33_49
136493,UG277,20140,1_0_0_0_13_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_0
136494,UG279,20141,0_2_55_4_1_0_0_0_0_0_0,0,0_2,0_2_55,0_2_55_4
136495,UG280,20142,0_26_0_0_0_0_0_0_0_0_0,0,0_26,0_26_0,0_26_0_0
136496,UG281,20143,0_2_55_3_1_1_0_0_0_0_0,0,0_2,0_2_55,0_2_55_3
136497,UG283,20144,0_9_0_5_13_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136498,UG284,20145,0_0_23_15_3_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136499,UG285,20146,0_16_4_0_21_0_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136500,UG286,20147,0_0_33_49_3_0_0_0_1_1_0,0,0_0,0_0_33,0_0_33_49
136501,UG287,20148; 44942,0_0_23_15_11_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136502,UG289,20149,1_1_34_5_1_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_5
136503,UG293,20150,1_1_34_9_1_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_9
136504,UG294,20151,0_16_0_1_35_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136505,UG295,20152,0_0_33_139_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_139
136506,UG297,20081; 20091,0_0_33_129_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_129
136507,UG298,20153; 44943,0_0_23_15_7_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136508,UG299,20154,0_0_33_147_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_147
136509,UG300,20155,1_1_34_0_6_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_0
136510,UG301,20156,0_0_33_142_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_142
136511,UG302,20157,1_0_0_2_3_0_0_0_0_1_0,1,1_0,1_0_0,1_0_0_2
136512,UG303,20158,0_9_0_5_10_2_0_0_0_1_0,0,0_9,0_9_0,0_9_0_5
136513,UG304,20159,0_0_33_143_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_143
136514,UG305,20160,0_0_33_53_6_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_53
136515,UG306,20161,0_16_9_5_0_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_5
136516,UG308,20162; 44944,0_0_36_11_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_11
136517,UG309,20163; 20172,0_9_0_5_9_0_0_0_0_1_0,0,0_9,0_9_0,0_9_0_5
136518,UG310,20164,0_0_33_128_1_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_128
136519,UG311,20165; 44945,0_16_12_0_1_0_0_0_0_0_0,0,0_16,0_16_12,0_16_12_0
136520,UG312,20166,1_0_0_2_3_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_2
136521,UG313,20167,0_9_0_5_10_2_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136522,UG314,20168,0_16_9_1_1_0_2_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136523,UG315,20169,0_16_0_1_36_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136524,UG316,20170; 44946,0_0_23_29_0_2_0_0_0_0_0,0,0_0,0_0_23,0_0_23_29
136525,UG318,20171,0_9_0_5_11_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136526,UG319,20172,0_9_0_5_9_0_0_0_0_1_0,0,0_9,0_9_0,0_9_0_5
136527,UG320,20173,0_2_21_0_15_0_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
136528,UG321,20174,0_0_23_15_4_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136529,UG322,20175,1_0_0_2_3_0_0_0_0_1_0,1,1_0,1_0_0,1_0_0_2
136530,UG324,20176,0_0_33_143_0_0_0_0_0_2_0,0,0_0,0_0_33,0_0_33_143
136531,UG325,20177,0_0_36_14_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_14
136532,UG326,20178,0_2_55_4_0_0_0_0_0_0_0,0,0_2,0_2_55,0_2_55_4
136533,UG327,20179,0_0_36_14_0_0_0_0_0_1_0,0,0_0,0_0_36,0_0_36_14
136534,UG328,20180,0_2_55_3_2_0_0_0_0_0_0,0,0_2,0_2_55,0_2_55_3
136535,UG329,20181,0_16_0_13_0_0_0_0_0_1_0,0,0_16,0_16_0,0_16_0_13
136536,UG331,20182; 20192; 26041; 44947; 44948,0_16_12_0_0_1_0_0_0_0_0,0,0_16,0_16_12,0_16_12_0
136537,UG332,20183,0_0_33_146_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_146
136538,UG333,20184,16_1_0_18_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_18
136539,UG334,20185,0_0_33_143_0_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_143
136540,UG335,20186,16_1_0_3_2_0_0_1_0_0_0,16,16_1,16_1_0,16_1_0_3
136541,UG336,20187,0_2_55_4_0_0_0_0_0_1_0,0,0_2,0_2_55,0_2_55_4
136542,UG338,20188,0_0_33_53_7_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_53
136543,UG339,20189,0_9_0_5_9_0_0_0_0_2_0,0,0_9,0_9_0,0_9_0_5
136544,UG340,20190,0_0_36_15_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_15
136545,UG341,20190; 20191,0_0_36_15_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_15
136546,UG342,20192; 44948,0_16_12_0_0_1_0_0_0_0_0,0,0_16,0_16_12,0_16_12_0
136547,UG344,20193,0_16_0_1_24_3_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136548,UG346,20194,0_0_33_135_0_0_0_0_1_0_0,0,0_0,0_0_33,0_0_33_135
136549,UG347,20195,0_0_33_149_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_149
136550,UG349,20196,14_0_2_0_1_0_0_0_0_0_0,14,14_0,14_0_2,14_0_2_0
136551,UG350,20197; 26042,0_16_9_1_5_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136552,UG351,19992; 20198,0_0_36_4_9_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136553,UG352,20199,0_0_36_4_9_0_0_0_0_1_0,0,0_0,0_0_36,0_0_36_4
136554,UG353,20200,0_16_0_7_4_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_7
136555,UG354,20201,0_16_4_0_14_3_0_0_0_0_0,0,0_16,0_16_4,0_16_4_0
136556,UG355,20202; 20287,0_16_9_1_5_0_1_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136557,UG357,20203,0_16_9_2_1_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_2
136558,UG359,20204; 44949,0_0_23_15_6_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136559,UG360,20205,0_9_0_5_22_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136560,UG361,20206,1_0_0_3_0_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_3
136561,UG362,20207,16_1_0_17_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_17
136562,UG363,20208; 44950,0_16_12_0_0_1_0_0_0_0_0,0,0_16,0_16_12,0_16_12_0
136563,UG364,20209,0_16_9_3_0_1_0_0_0_0_0,0,0_16,0_16_9,0_16_9_3
136564,UG365,20210,0_0_33_124_6_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_124
136565,UG367,20211,0_0_47_26_0_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_26
136566,UG368,20161; 20212,0_16_9_5_0_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_5
136567,UG369,20213,0_0_33_133_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_133
136568,UG370,20163; 20172; 20214,0_9_0_5_9_0_0_0_0_1_0,0,0_9,0_9_0,0_9_0_5
136569,UG371,20215,0_0_33_54_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_54
136570,UG372,20216,0_9_0_7_1_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_7
136571,UG373,20217,0_16_0_1_31_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136572,UG375,20218; 44951,0_0_23_15_0_3_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136573,UG376,20219,0_9_0_5_17_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136574,UG378,20161; 20220,0_16_9_5_0_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_5
136575,UG379,20221,0_16_9_1_6_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136576,UG380,20163; 20172; 20214,0_9_0_5_9_0_0_0_0_1_0,0,0_9,0_9_0,0_9_0_5
136577,UG381,20222,0_0_36_4_30_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136578,UG382,19930; 20223,16_1_0_2_2_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
136579,UG383,20224; 44952,0_0_36_11_0_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_11
136580,UG384,20225,0_0_33_124_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136581,UG385,20226,0_0_47_26_0_0_0_0_0_1_0,0,0_0,0_0_47,0_0_47_26
136582,UG386,20227,0_16_9_3_1_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_3
136583,UG387,20228,16_1_1_0_0_0_0_0_0_0_0,16,16_1,16_1_1,16_1_1_0
136584,UG388,20229,16_1_0_3_2_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_3
136585,UG389,20230,0_0_33_124_9_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136586,UG390,20163; 20172; 20214,0_9_0_5_9_0_0_0_0_1_0,0,0_9,0_9_0,0_9_0_5
136587,UG394,20231,0_0_33_49_3_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_49
136588,UG395,20168,0_16_9_1_1_0_2_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136589,UG396,20232,1_1_34_5_2_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_5
